job_title,salary_estimate,rating,company_name,location,latitude,longitude,headquarters,size,type_of_ownership,industry,sector,revenue,min_salary,max_salary,avg_salary,job_state,same_state,company_age,python,excel,hadoop,spark,aws,tableau,big_data,job_simp,seniority
Senior Machine Learning Engineer,110-163 ,5.0,LifeOmic,"Raleigh, NC",35.7803977,-78.6390989,"Indianapolis, IN",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,110,163,136, NC,0,4,0,0,0,1,1,0,0,mle,senior
Product Data Scientist - Ads Data Science,124-198 ,4.1,Twitter,"San Francisco, CA",37.7790262,-122.419906,"San Francisco, CA",1001 to 5000 employees,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),124,198,161, CA,1,14,1,0,0,0,0,0,0,data scientist,na
Data Scientist,124-198 ,3.2,Postmates - Corporate HQ,"San Francisco, CA",37.7790262,-122.419906,"San Francisco, CA",1001 to 5000 employees,Company - Private,Express Delivery Services,Transportation & Logistics,Unknown / Non-Applicable,124,198,161, CA,1,9,1,0,0,1,0,0,0,data scientist,na
Data Scientist,124-198 ,4.9,"Visionist, Inc.","Columbia, MD",39.1938429,-76.86460919353361,"Columbia, MD",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),124,198,161, MD,1,10,1,0,1,1,0,1,0,data scientist,na
Data Scientist,124-198 ,0.0,Navio,"San Mateo, CA",37.496904,-122.3330573,"Half Moon Bay, CA",Unknown,Unknown,-1,-1,Unknown / Non-Applicable,124,198,161, CA,0,-1,0,0,0,0,1,0,0,data scientist,na
Data Scientist,124-198 ,3.3,Concerto HealthAI,"Boston, MA",42.3554334,-71.060511,"Boston, MA",201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,124,198,161, MA,1,2,1,0,0,0,0,0,0,data scientist,na
Data Scientist,124-198 ,0.0,Evolvinc,"Burbank, CA",34.1812089,-118.307201,"Los Angeles, CA",1 to 50 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,124,198,161, CA,0,15,1,1,1,1,1,0,1,data scientist,na
Data Scientist,124-198 ,5.0,PROPRIUS,"Sunnyvale, CA",37.3688301,-122.036349,"London, United Kingdom",1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,124,198,161, CA,0,-1,1,0,1,1,0,1,1,data scientist,na
Data Scientist,124-198 ,3.4,TECHNOCRAFT Solutions,"San Ramon, CA",37.7648021,-121.9544387,"Hilliard, OH",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),124,198,161, CA,0,-1,1,0,0,0,0,0,1,data scientist,na
Data Scientist,124-198 ,4.1,"Latitude, Inc.","Washington, DC",38.8950368,-77.0365427,"Hanover, MD",1 to 50 employees,Company - Private,Consulting,Business Services,$1 to $5 million (USD),124,198,161, DC,0,-1,1,0,0,0,0,1,0,data scientist,na
Data Scientist,124-198 ,5.0,Royce Geospatial,"Springfield, VA",38.7767435,-77.1807019310668,"Arlington, VA",51 to 200 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),124,198,161, VA,0,6,1,0,0,0,0,0,1,data scientist,na
Data Scientist,124-198 ,4.2,CyberCoders,"Phoenix, AZ",33.4484367,-112.074141,"Irvine, CA",201 to 500 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),124,198,161, AZ,0,21,1,0,0,0,0,0,0,data scientist,na
Data Scientist,124-198 ,3.7,Booz Allen Hamilton Inc.,"Oxnard, CA",34.1976308,-119.1803818,"Mc Lean, VA",10000+ employees,Company - Public,Consulting,Business Services,$5 to $10 billion (USD),124,198,161, CA,0,106,1,0,1,0,0,1,1,data scientist,na
Data Scientist,124-198 ,3.8,Burns & McDonnell,"Kansas City, MO",39.100105,-94.5781416,"Kansas City, MO",5001 to 10000 employees,Company - Private,Architectural & Engineering Services,Business Services,$1 to $2 billion (USD),124,198,161, MO,1,122,1,1,0,0,0,0,0,data scientist,na
Data Scientist,124-198 ,4.8,InvenTech Info,"Jersey City, NJ",40.7215682,-74.047455,"Bengaluru, India",201 to 500 employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),124,198,161, NJ,0,10,1,0,0,0,0,0,0,data scientist,na
Data Scientist,124-198 ,3.5,Robert Half,"Manchester, NH",42.9956397,-71.4547891,"Menlo Park, CA",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),124,198,161, NH,0,72,1,0,1,1,0,0,0,data scientist,na
Analytics - Business Assurance Data Analyst,124-198 ,4.6,GreatAmerica Financial Services,"Cedar Rapids, IA",41.9758872,-91.6704053,"Cedar Rapids, IA",501 to 1000 employees,Company - Private,Lending,Finance,$100 to $500 million (USD),124,198,161, IA,1,28,0,1,0,0,0,1,0,analyst,na
Data Scientist,124-198 ,4.5,Conflux Systems Inc.,"Winters, TX",31.9565343,-99.962313,"Alpharetta, GA",1 to 50 employees,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),124,198,161, TX,0,-1,1,1,1,1,1,0,0,data scientist,na
Data Scientist,124-198 ,3.9,Criteo,"Ann Arbor, MI",42.2681569,-83.7312291,"Paris, France",1001 to 5000 employees,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),124,198,161, MI,0,15,1,0,1,1,0,0,1,data scientist,na
Data Scientist,124-198 ,3.4,Voice,"Brooklyn, NY",40.6526006,-73.9497211,-1,Unknown,Company - Private,-1,-1,Unknown / Non-Applicable,124,198,161, NY,0,-1,1,0,0,0,0,0,0,data scientist,na
Data Scientist,124-198 ,0.0,Microagility,"New York, NY",40.7127281,-74.0060152,"Princeton, NJ",1 to 50 employees,Company - Private,Consulting,Business Services,$1 to $5 million (USD),124,198,161, NY,0,-1,0,1,0,0,0,0,0,data scientist,na
Data Scientist,124-198 ,4.1,Coverent,"McLean, VA",38.93668525,-77.1858267942485,"McLean, VA",51 to 200 employees,Company - Private,Consulting,Business Services,$10 to $25 million (USD),124,198,161, VA,1,12,1,1,0,0,0,0,0,data scientist,na
Data Scientist,79-133 ,3.7,Via Transportation,"New York, NY",40.7127281,-74.0060152,"New York, NY",501 to 1000 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,79,133,106, NY,1,8,1,0,0,0,0,1,0,data scientist,na
Senior Data Scientist,79-133 ,3.5,Benson Hill,"Saint Louis, MO",38.6280278,-90.1910154,"Saint Louis, MO",201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),79,133,106, MO,1,8,1,1,0,0,0,0,1,data scientist,senior
Data Scientist,79-133 ,4.6,"Conch Technologies, Inc","Concord, CA",37.9768525,-122.0335624,"Memphis, TN",51 to 200 employees,Company - Private,Consulting,Business Services,$5 to $10 million (USD),79,133,106, CA,0,-1,0,0,0,0,0,0,0,data scientist,na
Data Scientist,79-133 ,0.0,Falcon IT & Staffing Solutions,"Fort Belvoir, VA",38.72821225,-77.15098291295884,"Washington, DC",Unknown,Company - Public,-1,-1,Unknown / Non-Applicable,79,133,106, VA,0,-1,1,1,0,0,0,0,0,data scientist,na
Data Scientist,79-133 ,0.0,"Rainmaker Resources, LLC","Cincinnati, OH",39.1014537,-84.5124602,"Cincinnati, OH",1 to 50 employees,Company - Private,-1,-1,Unknown / Non-Applicable,79,133,106, OH,1,-1,0,1,0,0,0,0,1,data scientist,na
Data Engineer,79-133 ,4.4,Rocket Lawyer,"San Francisco, CA",37.7790262,-122.419906,"San Francisco, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),79,133,106, CA,1,12,1,1,1,0,0,0,1,data engineer,na
Data Scientist,79-133 ,3.6,DataLab USA,"Germantown, MD",39.17130815,-77.26557848822242,"Germantown, MD",51 to 200 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,79,133,106, MD,1,-1,1,1,0,0,0,1,0,data scientist,na
Data Scientist,79-133 ,3.1,Werner Enterprises Inc,"Omaha, NE",41.2587459,-95.9383758,"Omaha, NE",10000+ employees,Company - Public,Logistics & Supply Chain,Transportation & Logistics,$2 to $5 billion (USD),79,133,106, NE,1,64,0,0,0,0,0,0,0,data scientist,na
Data Scientist,79-133 ,5.0,PeopleCom,"McLean, VA",38.93668525,-77.1858267942485,"Reston, VA",1 to 50 employees,Company - Private,-1,-1,$1 to $5 million (USD),79,133,106, VA,0,-1,1,0,0,0,0,0,0,data scientist,na
Data Scientist - Machine Learning,79-133 ,5.0,VANTA Partners,"Open Fork, VA",37.0439944,-82.3540345,"Clifton Park, NY",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,79,133,106, VA,0,2,1,0,0,1,0,0,0,data scientist,na
Data Scientist,79-133 ,0.0,B4Corp,"Reston, VA",38.953055899999995,-77.35021396591173,"Leesburg, VA",51 to 200 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,79,133,106, VA,0,-1,1,1,0,0,0,0,0,data scientist,na
Data Scientist,79-133 ,0.0,"Blue Icy Water, LLC",United States,39.7837304,-100.445882,"Livonia, MI",1 to 50 employees,Company - Private,-1,-1,Unknown / Non-Applicable,79,133,106,US,0,-1,0,1,0,0,0,0,0,data scientist,na
Data Scientist,79-133 ,3.5,"Farmer's Business Network, Inc.","San Carlos, CA",37.504936,-122.261823,"San Carlos, CA",201 to 500 employees,Company - Private,Farm Support Services,Agriculture & Forestry,Unknown / Non-Applicable,79,133,106, CA,1,6,1,1,0,0,0,0,1,data scientist,na
Data Scientist,79-133 ,0.0,Sonde Health,"Boston, MA",42.3554334,-71.060511,"Boston, MA",1 to 50 employees,Private Practice / Firm,Health Care Services & Hospitals,Health Care,Less than $1 million (USD),79,133,106, MA,1,-1,1,0,0,0,1,0,0,data scientist,na
Data Scientist,79-133 ,5.0,Maxiom,"Ashburn, VA",39.030019100000004,-77.46964646557657,"Ashburn, VA",1 to 50 employees,Company - Public,-1,-1,Unknown / Non-Applicable,79,133,106, VA,1,-1,1,1,1,0,0,1,0,data scientist,na
Data Scientist,79-133 ,2.7,Change Healthcare,"Lombard, IL",41.8864687,-88.0201536,"Nashville, TN",10000+ employees,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,79,133,106, IL,0,13,0,1,0,0,1,0,0,data scientist,na
Data Scientist,79-133 ,4.1,DCS Corp,"Hampton, VA",37.0300969,-76.3452057,"Alexandria, VA",1001 to 5000 employees,Company - Private,Research & Development,Business Services,$100 to $500 million (USD),79,133,106, VA,0,43,1,1,0,0,0,0,1,data scientist,na
Data Scientist,79-133 ,2.1,Hive (CA),"San Francisco, CA",37.7790262,-122.419906,"Los Angeles, CA",Unknown,Company - Private,Telecommunications Services,Telecommunications,Unknown / Non-Applicable,79,133,106, CA,0,1,1,0,1,1,0,0,0,data scientist,na
Machine Learning Engineer/Scientist,79-133 ,4.8,Jane Street,"New York, NY",40.7127281,-74.0060152,"New York, NY",501 to 1000 employees,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,79,133,106, NY,1,20,0,0,0,0,0,0,0,mle,na
Data Scientist - Intermediate,69-116 ,4.5,Envision LLC,"Saint Louis, MO",38.6280278,-90.1910154,"Saint Louis, MO",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),69,116,92, MO,1,26,1,1,0,0,0,0,0,data scientist,na
Principal Data Scientist,69-116 ,4.0,Autodesk,"San Francisco, CA",37.7790262,-122.419906,"San Rafael, CA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),69,116,92, CA,0,38,1,1,1,1,1,0,1,data scientist,senior
Data Scientist,69-116 ,3.3,Hackensack Meridian Health,"Edison, NJ",40.518157,-74.4113926,"Edison, NJ",10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD),69,116,92, NJ,1,-1,1,0,0,0,0,1,0,data scientist,na
"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab",69-116 ,3.9,Novartis,"Cambridge, MA",42.3750997,-71.1056157,"Basel, Switzerland",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),69,116,92, MA,0,24,0,0,0,0,0,0,0,data scientist,senior
Data Scientist,69-116 ,3.2,Net2Source Inc.,"Alpharetta, GA",34.0709576,-84.2747329,"Somerset, NJ",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),69,116,92, GA,0,13,1,1,1,1,0,0,0,data scientist,na
Data Scientist,69-116 ,3.2,The Trade Desk,"Boulder, CO",40.0149856,-105.270545,"Ventura, CA",1001 to 5000 employees,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,69,116,92, CO,0,11,1,0,0,1,1,0,1,data scientist,na
Data Scientist- Industrial Discrete Sector Industry,69-116 ,3.7,IBM,"Atlanta, GA",33.7489924,-84.3902644,"Armonk, NY",10000+ employees,Company - Public,IT Services,Information Technology,$10+ billion (USD),69,116,92, GA,0,109,1,1,0,0,1,0,0,data scientist,na
Data Scientist,69-116 ,4.4,Knowesis Inc.,"Falls Church, VA",38.882334,-77.1710914,"Fairfax, VA",51 to 200 employees,Company - Private,Consulting,Business Services,$25 to $50 million (USD),69,116,92, VA,0,13,1,0,1,0,1,1,0,data scientist,na
Data Scientist,69-116 ,3.1,MoTek Technologies,"Mountain View, CA",37.3893889,-122.0832101,"San Jose, CA",1 to 50 employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),69,116,92, CA,0,11,1,1,0,0,0,0,0,data scientist,na
Data Scientist,69-116 ,3.3,The Davey Tree Expert Company,"Kent, OH",41.1536674,-81.357886,"Kent, OH",10000+ employees,Self-employed,Timber Operations,Agriculture & Forestry,$1 to $2 billion (USD),69,116,92, OH,1,140,1,1,0,0,0,0,0,data scientist,na
Data Scientist,69-116 ,3.5,HPOne,"Trumbull, CT",41.343636950000004,-72.09348643841241,"Trumbull, CT",501 to 1000 employees,Company - Private,Insurance Carriers,Insurance,$50 to $100 million (USD),69,116,92, CT,1,14,1,1,0,0,0,1,0,data scientist,na
Data Scientist,69-116 ,0.0,Stride Search,"San Francisco, CA",37.7790262,-122.419906,"Westlake Village, CA",1 to 50 employees,Company - Private,-1,-1,Less than $1 million (USD),69,116,92, CA,0,-1,1,0,0,0,0,0,0,data scientist,na
Machine Learning Engineer,69-116 ,2.6,Software Engineering Institute,"Pittsburgh, PA",40.4416941,-79.9900861,"Pittsburgh, PA",501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,69,116,92, PA,1,36,1,0,0,0,0,0,0,mle,na
Data Scientist,69-116 ,0.0,Blue Cloak LLC,"Sterling, VA",39.003809849999996,-77.40832792370676,-1,-1,-1,-1,-1,-1,69,116,92, VA,0,-1,1,0,1,1,1,1,0,data scientist,na
Data Scientist,69-116 ,2.7,TBWA\Chiat\Day,"New York, NY",40.7127281,-74.0060152,"New York, NY",1001 to 5000 employees,Company - Public,Advertising & Marketing,Business Services,$100 to $500 million (USD),69,116,92, NY,1,52,1,1,0,0,0,1,0,data scientist,na
Data Scientist,69-116 ,3.5,ThreeBridge Solutions,"Alpharetta, GA",34.0709576,-84.2747329,"Minneapolis, MN",501 to 1000 employees,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,69,116,92, GA,0,11,1,0,0,0,0,0,0,data scientist,na
Data Scientist,69-116 ,3.2,"Numeric, LLC","Philadelphia, PA",39.9527237,-75.1635262,"Chadds Ford, PA",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),69,116,92, PA,0,-1,1,0,1,1,1,0,1,data scientist,na
Data Analyst - Unilever Prestige,69-116 ,3.8,Dermalogica,"Carson, CA",33.8322043,-118.2517547,"Carson, CA",201 to 500 employees,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$100 to $500 million (USD),69,116,92, CA,1,34,1,0,0,0,0,1,0,analyst,na
Data Scientist,69-116 ,4.2,Centraprise,"Foster City, CA",37.5600336,-122.2688522,"Edison, NJ",51 to 200 employees,Company - Private,IT Services,Information Technology,Less than $1 million (USD),69,116,92, CA,0,-1,1,0,0,0,0,0,0,data scientist,na
Data Scientist,69-116 ,4.8,TechProjects,"New York, NY",40.7127281,-74.0060152,"North Brunswick, NJ",1 to 50 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,69,116,92, NY,0,9,1,1,0,0,0,1,0,data scientist,na
Data Scientist,69-116 ,4.2,DW Simpson,"Frederick, MD",39.415779,-77.4127562,"Chicago, IL",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),69,116,92, MD,0,31,1,1,0,0,0,1,0,data scientist,na
Data & Machine Learning Scientist,31-56 ,3.3,Tempus Labs,"Chicago, IL",41.8755616,-87.6244212,"Chicago, IL",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,31,56,43, IL,1,5,1,0,0,0,1,0,0,mle,na
Data Scientist,31-56 ,4.0,Grid Dynamics,"Santa Clara, CA",37.2333253,-121.6846349,"San Ramon, CA",1001 to 5000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),31,56,43, CA,0,14,1,1,0,0,0,1,1,data scientist,na
"VP, Data Science",31-56 ,3.9,7Park Data,"New York, NY",40.7127281,-74.0060152,"New York, NY",51 to 200 employees,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,31,56,43, NY,1,8,1,1,0,1,0,0,0,na,na
Senior Business Intelligence Analyst,31-56 ,3.7,Protolabs,"Maple Plain, MN",45.0071851,-93.6557945,"Maple Plain, MN",1001 to 5000 employees,Company - Public,Miscellaneous Manufacturing,Manufacturing,$100 to $500 million (USD),31,56,43, MN,1,21,0,0,0,0,0,0,0,analyst,senior
Data Scientist,31-56 ,3.9,LinQuest,"Colorado Springs, CO",38.8339578,-104.825348,"Los Angeles, CA",501 to 1000 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),31,56,43, CO,0,16,1,1,0,0,0,1,0,data scientist,na
Data Engineer - Kafka,31-56 ,3.5,Western Digital,"San Jose, CA",37.3361663,-121.890591,"San Jose, CA",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),31,56,43, CA,1,50,1,0,1,1,1,0,0,data engineer,na
Data Scientist,31-56 ,4.0,Trexquant Investment,United States,39.7837304,-100.445882,"Stamford, CT",1 to 50 employees,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,31,56,43,US,0,8,1,0,0,0,0,0,0,data scientist,na
Data Scientist,31-56 ,3.0,Ameritas Life Insurance Corp,"Cincinnati, OH",39.1014537,-84.5124602,"Lincoln, NE",1001 to 5000 employees,Company - Private,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),31,56,43, OH,0,133,0,0,0,0,0,0,0,data scientist,na
Data Scientist,31-56 ,3.7,Fleetcor,"Atlanta, GA",33.7489924,-84.3902644,"Atlanta, GA",5001 to 10000 employees,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),31,56,43, GA,1,20,1,1,0,0,0,1,0,data scientist,na
Data Scientist,31-56 ,4.5,Radiant Digital,"Washington, DC",38.8950368,-77.0365427,"New York, NY",1 to 50 employees,Company - Private,-1,-1,Less than $1 million (USD),31,56,43, DC,0,-1,1,1,1,1,0,0,0,data scientist,na
Data Scientist,31-56 ,2.8,Child Care Aware of America,"Arlington, VA",38.8769326,-77.0893094,"Arlington, VA",51 to 200 employees,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD),31,56,43, VA,1,33,1,1,0,0,1,0,0,data scientist,na
Data Scientist,31-56 ,4.1,IntelliPro Group Inc.,"Santa Clara, CA",37.2333253,-121.6846349,"Santa Clara, CA",201 to 500 employees,Company - Private,-1,-1,$10 to $25 million (USD),31,56,43, CA,1,-1,1,1,1,0,0,0,0,data scientist,na
In-Line Inspection Data Analyst,31-56 ,2.9,Quest Integrity,"Tulsa, OK",36.1563122,-95.9927516,"Kent, WA",201 to 500 employees,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD),31,56,43, OK,0,24,0,1,0,0,0,0,0,analyst,na
Data Scientist,31-56 ,4.7,Praxis Engineering,"Chantilly, VA",38.8788355,-77.40221718011088,"Annapolis Junction, MD",201 to 500 employees,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),31,56,43, VA,0,18,0,0,0,0,1,0,1,data scientist,na
Data Scientist,31-56 ,3.4,USI,"Southfield, MI",42.4733689,-83.2218731,"Saint Paul, MN",1001 to 5000 employees,Company - Private,Construction,"Construction, Repair & Maintenance",$100 to $500 million (USD),31,56,43, MI,0,22,1,1,0,0,0,0,0,data scientist,na
Data Scientist,31-56 ,3.9,Apex Systems,"San Francisco, CA",37.7790262,-122.419906,"Glen Allen, VA",1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),31,56,43, CA,0,25,0,0,0,0,0,0,0,data scientist,na
Data Scientist,31-56 ,2.9,"Pragmatics, Inc.",United States,39.7837304,-100.445882,"Reston, VA",201 to 500 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),31,56,43,US,0,35,1,0,1,0,1,0,0,data scientist,na
Decision Scientist,31-56 ,4.5,Johns Hopkins University Applied Physics Laboratory,"Laurel, MD",39.1044123,-76.8669233,"Laurel, MD",5001 to 10000 employees,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),31,56,43, MD,1,78,0,1,0,1,0,0,0,na,na
Data Scientist,31-56 ,4.9,Cambridge Mobile Telematics,"Cambridge, MA",42.3750997,-71.1056157,"Cambridge, MA",1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,31,56,43, MA,1,10,1,0,0,1,1,0,0,data scientist,na
Data Scientist - TS/SCI FSP or CI Required,31-56 ,5.0,Phoenix Operations Group,"Annapolis Junction, MD",39.125459649999996,-76.795323688298,"Woodbine, MD",1 to 50 employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),31,56,43, MD,0,9,1,0,0,1,0,0,1,data scientist,na
"Data Scientist, Applied Machine Learning - Bay Area",95-119 ,3.3,Tempus Labs,"Redwood City, CA",37.4863239,-122.232523,"Chicago, IL",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,95,119,107, CA,0,5,1,0,0,0,1,0,0,data scientist,na
Data Scientist,95-119 ,3.5,The Knot Worldwide,"Washington, DC",38.8950368,-77.0365427,"Chevy Chase, MD",1001 to 5000 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,95,119,107, DC,0,1,1,0,0,1,1,0,0,data scientist,na
Data Scientist,95-119 ,3.5,Crossover Health,"San Clemente, CA",33.4270275,-117.6124179,"Aliso Viejo, CA",1 to 50 employees,Company - Private,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),95,119,107, CA,0,10,1,1,0,0,0,1,1,data scientist,na
Data Scientist,95-119 ,4.0,Lorven Technologies Inc,"New York, NY",40.7127281,-74.0060152,"Plainsboro, NJ",1 to 50 employees,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),95,119,107, NY,0,-1,1,0,0,0,0,0,0,data scientist,na
Data Analyst,95-119 ,3.9,Nolij Consulting,"Falls Church, VA",38.882334,-77.1710914,"Vienna, VA",51 to 200 employees,Company - Public,Consulting,Business Services,$1 to $5 million (USD),95,119,107, VA,0,8,1,1,0,0,0,1,0,analyst,na
Data Scientist,95-119 ,3.4,Dice.com,"Newton, MA",42.3370414,-71.2092214,"Denver, CO",201 to 500 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),95,119,107, MA,0,30,1,1,0,0,1,0,0,data scientist,na
Data Scientist,95-119 ,3.5,Gap Inc.,"San Francisco, CA",37.7790262,-122.419906,"San Francisco, CA",10000+ employees,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),95,119,107, CA,1,51,1,0,0,1,0,0,1,data scientist,na
Data Scientist,95-119 ,4.7,"Tygart Technology, Inc","Washington, DC",38.8950368,-77.0365427,"Fairmont, WV",1 to 50 employees,Company - Private,-1,-1,$1 to $5 million (USD),95,119,107, DC,0,-1,1,1,1,0,0,0,1,data scientist,na
Data Scientist,95-119 ,0.0,Hatch Data Inc,"San Francisco, CA",37.7790262,-122.419906,-1,-1,-1,-1,-1,-1,95,119,107, CA,0,-1,1,0,0,1,1,0,0,data scientist,na
Data Scientist,95-119 ,0.0,Hatch Data Inc,"San Francisco, CA",37.7790262,-122.419906,-1,-1,-1,-1,-1,-1,95,119,107, CA,0,-1,1,0,0,1,1,0,0,data scientist,na
Data Scientist,95-119 ,0.0,Hatch Data Inc,"San Francisco, CA",37.7790262,-122.419906,-1,-1,-1,-1,-1,-1,95,119,107, CA,0,-1,1,0,0,1,1,0,0,data scientist,na
Data Scientist,95-119 ,0.0,Hatch Data Inc,"San Francisco, CA",37.7790262,-122.419906,-1,-1,-1,-1,-1,-1,95,119,107, CA,0,-1,1,0,0,1,1,0,0,data scientist,na
Data Scientist,95-119 ,0.0,Hatch Data Inc,"San Francisco, CA",37.7790262,-122.419906,-1,-1,-1,-1,-1,-1,95,119,107, CA,0,-1,1,0,0,1,1,0,0,data scientist,na
Data Scientist,95-119 ,0.0,Hatch Data Inc,"San Francisco, CA",37.7790262,-122.419906,-1,-1,-1,-1,-1,-1,95,119,107, CA,0,-1,1,0,0,1,1,0,0,data scientist,na
Data Scientist,95-119 ,4.6,Murray Resources,"The Woodlands, TX",30.1734194,-95.504686,"Houston, TX",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),95,119,107, TX,0,32,1,1,1,0,0,1,0,data scientist,na
Data Scientist,95-119 ,4.0,New York Technology Partners,"Seattle, WA",47.6038321,-122.330062,"Jersey City, NJ",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),95,119,107, WA,0,21,1,1,1,1,1,0,0,data scientist,na
Data Scientist,95-119 ,4.0,Two95 International Inc.,"Chicago, IL",41.8755616,-87.6244212,"Cherry Hill, NJ",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),95,119,107, IL,0,-1,1,0,0,0,0,0,0,data scientist,na
Data Scientist,95-119 ,0.0,Sophinea,"Chantilly, VA",38.8788355,-77.40221718011088,-1,1 to 50 employees,Unknown,-1,-1,Unknown / Non-Applicable,95,119,107, VA,0,-1,0,0,0,0,0,0,0,data scientist,na
Data Scientist,95-119 ,4.7,CRS Group,"Chicago, IL",41.8755616,-87.6244212,"Itasca, IL",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),95,119,107, IL,0,26,0,0,0,0,0,0,0,data scientist,na
Data Scientist,95-119 ,3.5,Blackstone Talent Group,"San Francisco, CA",37.7790262,-122.419906,"San Francisco, CA",51 to 200 employees,Company - Private,Consulting,Business Services,$25 to $50 million (USD),95,119,107, CA,1,22,1,0,0,0,1,0,0,data scientist,na
Data Scientist - TS/SCI Required,95-119 ,5.0,Phoenix Operations Group,"Baltimore, MD",39.2908816,-76.610759,"Woodbine, MD",1 to 50 employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),95,119,107, MD,0,9,1,0,0,1,0,0,1,data scientist,na
